genres,popularity,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,mode,duration_ms
alternative r&b,58.48419410253855,0.4490272115741773,0.3071436408855493,0.6622768826542451,0.5442857186530903,0.0219713253480924,0.1720057522211178,-8.077162285469463,0.1314752588869069,114.09290373594338,7,1,232475.3738807661
alternative rock,42.72960825695093,0.5058402960386075,0.1570587193792125,0.4783424276886565,0.7117322313989154,0.165487829112564,0.1903904814380269,-8.305646269880699,0.0622740005330204,125.4851876376684,7,1,240339.44120031735
alternative roots rock,45.76315789473684,0.4261842105263158,0.2691217368421052,0.4933421052631579,0.618157894736842,0.1072080881578947,0.1696342105263157,-7.2721710526315775,0.0584947368421052,113.2267894736842,9,1,253674.0
ambeat,49.7014652014652,0.6927600732600732,0.4431139926739927,0.748507326007326,0.6540732600732599,0.1680697875457875,0.1392917582417582,-7.358032967032968,0.1387919413919414,98.54111355311356,1,0,234658.49450549448
ambient,43.24113652812282,0.1914820761450744,0.6732743467076509,0.3350752947488824,0.2762974584117708,0.7529056017847178,0.1255357696644399,-19.52910198007929,0.0432678166697356,107.28752653132194,11,1,350676.8253885043
ambient black metal,43.83333333333334,0.2410166666666666,0.001325495,0.2638333333333333,0.7681666666666668,0.7681833333333331,0.3260333333333333,-9.345000000000002,0.0573666666666666,111.02750000000005,4,1,356480.0
ambient folk,44.30612535612536,0.3076021367521367,0.6440242450142449,0.5285972934472934,0.3786123076923077,0.1543727159330484,0.1588068945868946,-12.00958618233618,0.0586554558404558,114.24553490028492,9,1,229449.8165242165
ambient house,40.5,0.4335,0.06545,0.6359999999999999,0.8122499999999999,0.1646,0.29,-12.18375,0.045725,115.005,6,0,294900.0
ambient idm,54.0,0.2385,0.4775,0.3505,0.5794999999999999,0.46250715,0.1205,-10.509999999999998,0.0575,150.4915,8,1,364264.0
ambient industrial,28.0,0.92,0.0431,0.746,0.723,0.82,0.0849,-15.59,0.0457,126.575,0,1,234013.0
ambient pop,44.58333333333333,0.1686683333333333,0.7447083333333333,0.2764166666666666,0.21773,0.7208758000000001,0.1265233333333333,-17.869,0.036085,95.92368333333334,2,1,228796.46666666665
ambient techno,36.833333333333336,0.8104166666666667,0.12025,0.726,0.5588333333333333,0.3489,0.0939,-13.136666666666668,0.0317,122.89266666666668,1,0,361744.66666666674
ambient worship,54.90972222222222,0.2157533333333333,0.5109172222222222,0.3374277777777777,0.4615041666666667,0.2321298890416667,0.11332625,-9.622626388888891,0.0374893055555555,104.61098055555556,6,1,301781.86527777783
american 21st century classical,46.5,0.04755,0.987,0.15565,0.02395,0.8915000000000001,0.0968,-29.108,0.0451,69.16649999999998,1,1,254533.0
american choir,23.71227785372523,0.1959252093301435,0.895728896103896,0.229740742481203,0.209583198051948,0.1553976012559808,0.336345078605605,-19.877883885850988,0.0968618421052631,103.75853251025288,6,1,212363.2002734108
american classical piano,24.39556906216929,0.2466597114470225,0.9766781523472092,0.3553547222172736,0.0965707140494388,0.8111316967654985,0.1363879780403584,-25.65141646685484,0.0466985206274767,104.73920251395992,8,1,298995.2670396941
american contemporary classical,30.58515625,0.2673089520474137,0.9383158147749042,0.3181496647509579,0.1110884352550287,0.481779547225934,0.1429941977969348,-25.93967103987069,0.0516221138649425,99.85311179058913,9,1,331714.74317229405
american early music,41.0,0.0923,0.995,0.1715,0.06905,0.0415615,0.121,-26.524500000000003,0.05225,168.6375,6,1,160866.5
american folk revival,18.69569121216559,0.5249713529734975,0.8494754221484916,0.5351211372263025,0.2310090143503364,0.0372094803755711,0.1648142832740198,-15.390472594469964,0.0760713774224328,112.64414577679938,2,1,170889.91076588831
american metalcore,44.0,0.2129,0.00257805,0.4074999999999999,0.928,0.000266125,0.185425,-4.625000000000001,0.2014,151.46099999999996,9,0,230631.0
american modern classical,8.804251166944681,0.4015047579500618,0.8906899671532347,0.3973823574849173,0.2668459794892684,0.419244293047126,0.2324952150490897,-17.601216754556244,0.131171136064159,117.09688837919882,7,1,280077.85890892945
american oi,26.72000000000001,0.7918399999999999,0.5382361999999999,0.4955200000000001,0.51652,0.3233761200000001,0.349756,-12.559320000000003,0.0459,142.33868,5,0,158653.27999999994
american orchestra,23.995722638899714,0.2127989448922158,0.8773235141712309,0.2672358330558825,0.1759945011458157,0.5513107056471637,0.2390380854923198,-21.826575462080267,0.0546432133842804,101.77994512400936,0,1,343928.5888429489
american post-rock,47.51041666666667,0.2371072916666667,0.3120729583333333,0.4566979166666666,0.4505552083333334,0.6765515833333333,0.1602791666666666,-13.17078125,0.0430677083333333,111.22938541666664,1,1,300117.2604166666
american primitive,22.87849462365591,0.3767143369175625,0.6602178279569892,0.3490272401433692,0.3724985663082437,0.8419738351254479,0.1293662007168458,-14.712518279569894,0.0417268817204301,120.15716272401431,11,1,328638.67383512546
american romanticism,16.46153846153846,0.2346690559440559,0.9545708041958042,0.3173994755244756,0.1434371503496503,0.4849568627972029,0.1439192307692307,-19.62419405594405,0.0428595279720279,115.72976311188808,1,1,187616.50524475524
american shoegaze,45.06666666666666,0.4142,0.19400142,0.3704,0.7158,0.6325999999999999,0.1591333333333333,-9.320466666666666,0.0363066666666666,110.41086666666668,6,1,339934.8
anadolu rock,41.2,0.6317999999999999,0.5589,0.5321,0.472,0.174072,0.1769,-13.1144,0.07428,98.6146,7,0,252515.3
anarcho-punk,39.04358974358974,0.5194268376068377,0.0561828678205128,0.2862726495726495,0.8606162393162394,0.0093583044273504,0.2868564102564103,-9.56566153846154,0.1265423076923077,177.9410769230769,9,1,205265.3316239316
anglican liturgy,21.21212121212121,0.2706393939393939,0.933919191919192,0.2392565656565657,0.1345641414141414,0.3680460555555555,0.138190404040404,-21.54920202020202,0.0601651515151515,86.86002525252525,0,1,218504.58585858587
animal singing,11.0,0.9025,0.8059999999999999,0.799,0.6395,0.0,0.1935,-5.9875,0.04235,114.6885,7,1,126286.5
anime,55.960329647829646,0.4573374254124256,0.1265907762197262,0.4836419202644202,0.8271425737100737,0.0915275815684889,0.180590817977068,-4.833713902538904,0.0766524428161927,133.086681964432,1,1,240516.82043992047
anime latino,57.3,0.5861959999999999,0.280674382,0.49878,0.8619,4.4832e-06,0.265878,-3.2522,0.051698,142.34088,0,1,230376.22000000003
anime rock,59.07222222222222,0.5243174603174603,0.0861238968253968,0.5016576719576721,0.8613870370370369,0.0219136133333333,0.2287392592592593,-3.733998148148148,0.0800457936507936,134.97291772486773,11,1,233282.091005291
anime score,50.53980281174044,0.3749125433471897,0.3001385636021496,0.4735439909670027,0.647054981249025,0.3008432606336703,0.1668462409711565,-8.463057128094626,0.0736475151891989,123.06658317640937,5,1,223791.40982048973
ann arbor indie,53.57230769230769,0.3518830769230769,0.2777699999999999,0.5473723076923077,0.4504707692307692,0.1248526798461538,0.130480923076923,-8.802236923076924,0.0603372307692307,89.71947076923075,6,1,217904.9846153846
anthem emo,51.12964669738862,0.4286671274961597,0.137116346313364,0.5088797235023041,0.7309107526881721,0.0150137989247311,0.2160917665130568,-6.018700307219661,0.0780191705069124,130.43316113671276,5,1,209948.9689708141
anthem worship,53.03484529461593,0.3279395366817833,0.2143777071479059,0.4736439744173603,0.6044717815758264,0.0188752537301414,0.2228770242280714,-7.504177604929938,0.0477256137254632,122.93612993328104,11,1,295393.9840439689
anti-folk,44.37824682273646,0.5013088334543563,0.4478504474790855,0.5122209371908248,0.5295718562146995,0.1478188595302932,0.1797501785717589,-9.709752455580809,0.0572956949872782,121.43844573824228,7,1,222971.8225081433
antilliaanse folklore,0.0,0.932,0.95,0.583,0.5660000000000001,0.847,0.109,-15.002,0.0476,124.095,0,1,190787.0
antiviral pop,54.3221361971362,0.6122801781551782,0.1776613627988678,0.6606965950715951,0.7229747335997339,0.0191548969638694,0.2184725899100899,-6.718926989676992,0.1077311105561105,123.82994014319016,2,1,206002.6288711289
appalachian folk,19.271003039359783,0.6413043110775416,0.7895768912437672,0.5505155188554031,0.3328343937305261,0.1019588765571133,0.1972383479614158,-13.286964224022546,0.0684825910607964,121.15910383360968,9,1,183226.35682643027
arab folk,21.271099514520568,0.4362034342850132,0.8366269163292849,0.3939167192456667,0.2808800651979599,0.3530875701304617,0.252596821380374,-16.097358330266225,0.0661276839388681,103.56169157158628,7,1,367517.46227675845
arab groove,38.833333333333336,0.5035,0.4122283333333333,0.5436666666666666,0.4224166666666667,0.4692515625,0.1904166666666666,-12.97525,0.0346416666666666,111.64358333333334,10,0,212859.16666666663
arab pop,35.188775510204074,0.6027473639455783,0.4787710884353741,0.5789103741496601,0.5411381802721089,0.0550049149030612,0.1702254251700679,-9.560584948979592,0.0538875765306122,119.62892823129248,0,0,286914.0157312925
arabesk,43.6,0.4826,0.5631999999999999,0.415,0.5714,9.9226e-05,0.10428,-8.7186,0.04948,142.2314,8,1,226634.2
arabic hip hop,0.0,0.513,0.78,0.351,0.606,0.0,0.535,-0.91,0.0311,87.889,0,1,493796.0
arabic jazz,36.16666666666667,0.386,0.9076666666666668,0.4878333333333333,0.1718333333333333,0.3396255,0.1263333333333333,-19.114,0.0457833333333333,118.93916666666668,7,0,397971.33333333326
argentine ambient,54.83333333333334,0.2995,0.8341666666666666,0.4756666666666666,0.3537299999999999,0.5200015833333332,0.1363333333333333,-14.393166666666666,0.03855,144.23033333333333,4,0,162273.16666666663
argentine hardcore,47.5,0.655,0.01081,0.6900000000000001,0.6535,0.01150665,0.3726,-9.742,0.05555,109.5345,6,1,239713.5
argentine heavy metal,52.625,0.507375,0.0501025,0.58375,0.759375,0.08593275,0.1492,-7.255749999999999,0.1272625,145.01850000000005,11,1,316881.25
argentine hip hop,74.97916666666667,0.5983541666666667,0.3449875,0.737125,0.6904791666666666,7.758333333333331e-07,0.1094875,-4.9554375,0.1553416666666666,139.72464583333334,1,1,303028.04166666674
argentine indie,51.1,0.5946142857142858,0.2921151428571428,0.5578571428571428,0.5646314285714286,0.1636000085714286,0.1683514285714285,-12.613314285714289,0.0491414285714285,101.24104285714289,6,1,295973.4142857143
argentine metal,49.0,0.6679999999999999,0.0185,0.62,0.816,0.0074099999999999,0.0984,-6.2079999999999975,0.222,179.99200000000005,1,1,293360.0
argentine punk,50.16666666666666,0.5781666666666666,0.0364683333333333,0.5710000000000001,0.7864999999999999,0.0049088833333333,0.4062,-7.974833333333333,0.0578,108.19316666666668,6,1,243449.16666666663
argentine reggae,60.27777777777778,0.7569074074074075,0.0830244444444444,0.7523425925925925,0.5389537037037037,0.000319994074074,0.1097657407407407,-7.863740740740742,0.072187037037037,128.0917777777778,9,1,237022.5185185185
argentine rock,55.63371341720182,0.5866263886163988,0.2338865029542982,0.5855264629397458,0.6270374086373794,0.0542357839285903,0.2043738449275893,-9.387355544835394,0.0483543277109977,116.4855398368688,7,1,261144.0876276185
argentine telepop,59.0,0.843,0.194,0.622,0.6970000000000001,0.0,0.305,-11.158,0.0288,138.013,9,1,201773.0
arizona punk,49.0,0.4443333333333333,0.03678,0.4903333333333333,0.9396666666666668,4e-07,0.1931,-3.7956666666666674,0.0950333333333333,116.578,11,1,235542.33333333328
arkansas country,38.81333743435043,0.6016882580456943,0.5302252723031898,0.5749568775620477,0.4908733883173265,0.0089367881334792,0.2251949538683529,-9.724140923208394,0.0525619854771702,115.01379399311944,9,1,189181.4192774825
arkansas hip hop,64.83333333333333,0.3738333333333334,0.1776833333333333,0.6745,0.6735000000000001,0.0,0.2521333333333333,-5.359666666666667,0.1976666666666666,149.661,7,0,228268.83333333328
arkansas indie,50.0,0.1685,0.2365,0.4300000000000001,0.504,0.107665,0.171,-10.1935,0.03125,100.529,3,1,265170.5
armenian folk,37.0,0.0445,0.993,0.1369999999999999,0.128175,0.915,0.11675,-19.49525,0.046875,87.93799999999996,7,1,292000.0
art pop,50.09396319551784,0.4183113668460192,0.3383074238750952,0.539091243531713,0.5387304519147822,0.2036786836700206,0.1698784614663996,-9.834776589336713,0.0541889099777296,120.42871675141664,7,1,253557.0743622468
art punk,34.95197102763386,0.6162230973854128,0.1647652383199996,0.5492970916563717,0.7200015723101647,0.2002163155879329,0.2211822239075338,-9.24317246040222,0.0767543761390978,127.48230490904744,9,1,222741.9486153873
art rock,36.804587762338464,0.5178603495627799,0.2965775587064535,0.4977119857814095,0.5664272798175694,0.1900378010049796,0.1919497117149578,-11.412487050381651,0.0559253285536446,120.91833433140066,9,1,276878.3248675955
art song,18.357705406555983,0.1979045232013623,0.9875466155810982,0.3407063005534269,0.1111799063431247,0.0923775224010217,0.1189526287782034,-19.44371200510856,0.0505823329076202,114.95943965517242,10,1,242920.83386547468
asbury park indie,50.0,0.445,0.000969,0.557,0.815,0.00188,0.0932,-5.402,0.0328,88.929,0,1,226853.0
asheville indie,47.0,0.5393333333333333,0.6006666666666667,0.5479999999999999,0.517,0.3123333333333333,0.1216666666666666,-7.7923333333333344,0.0342,106.58766666666666,0,1,257521.66666666663
asian american hip hop,61.84761904761905,0.4919761904761905,0.2330938095238095,0.7636000000000001,0.6513952380952379,0.0004699328571428,0.18369,-6.776066666666666,0.1208147619047619,108.3532761904762,1,1,196914.89523809525
asmr,63.0,0.0270111111111111,0.4809677777777777,0.1852222222222222,0.3083333333333333,0.9171111111111112,0.2194444444444444,-19.465666666666667,0.0643111111111111,80.81955555555554,10,0,203037.3333333333
athens indie,40.99592391304348,0.5339337754485852,0.1734283817805383,0.5096802967563837,0.6540589415113871,0.2381676500224293,0.1574449771394065,-9.104683445479642,0.0419573606797791,126.17643148291928,11,1,243839.7098214285
atl hip hop,51.9581621254174,0.5284738472723499,0.1294327886431697,0.7353641372237832,0.6461326983215863,0.0128198066452594,0.1929176388145044,-6.704093316676606,0.1824821022068613,123.14134458460478,1,1,244548.80577964315
atl trap,56.33085113742048,0.4966118827552751,0.1329269683494906,0.7221309398010799,0.6156240664375029,0.0060391947060759,0.1998197812851817,-7.099126384583789,0.2177776421687389,124.51356938982865,2,1,234431.22041896672
atlanta indie,52.28,0.6192799999999999,0.152908,0.5667,0.7082599999999999,0.09881184,0.26024,-7.60262,0.0516,122.26438,10,1,218955.44
atlanta metal,47.78888888888889,0.4282527777777778,0.0091204608333333,0.4490611111111111,0.9244583333333332,0.1544642844444444,0.2131375,-4.874466666666667,0.0864238888888889,122.70448888888887,1,1,217496.5277777777
atlanta punk,48.0,0.821,0.1622,0.5065,0.6695,0.000406,0.203,-7.0745,0.0336,155.7905,11,1,138560.0
atmosphere,51.53571428571429,0.1361602040816326,0.8895132653061226,0.2700989795918367,0.118075,0.8704693877551023,0.1136801020408163,-24.016530612244907,0.0608918367346938,93.49492346938776,1,1,188269.90816326533
atmospheric black metal,43.83333333333334,0.2410166666666666,0.001325495,0.2638333333333333,0.7681666666666668,0.7681833333333331,0.3260333333333333,-9.345000000000002,0.0573666666666666,111.02750000000005,4,1,356480.0
atmospheric dnb,48.0,0.657,0.03,0.6829999999999999,0.789,0.0105,0.0724,-9.034,0.0602,119.504,2,1,267107.0
atmospheric post-metal,40.0,0.236,2.71e-05,0.29,0.7170000000000001,0.816,0.706,-9.439,0.0556,110.271,9,0,348640.0
atmospheric post-rock,0.0,0.856,0.00942,0.8690000000000001,0.888,0.00111,0.186,-2.7310000000000003,0.0859,135.023,4,0,308613.0
atmospheric sludge,40.0,0.236,2.71e-05,0.29,0.7170000000000001,0.816,0.706,-9.439,0.0556,110.271,9,0,348640.0
auckland indie,56.125,0.36406875,0.01541476875,0.5735625,0.6374374999999999,0.0370886875,0.24785,-6.588750000000001,0.0652124999999999,126.71887500000004,4,1,221540.0
audiophile vocal,31.16666666666667,0.5134333333333333,0.6398333333333333,0.5125000000000001,0.2645666666666667,0.00014681,0.1298,-17.35033333333333,0.0334,84.95633333333333,2,1,196339.83333333328
aussietronica,60.096153846153854,0.3131,0.1376792307692307,0.6307153846153846,0.6743076923076923,0.1267890907692307,0.1454515384615384,-6.74313076923077,0.0477765384615384,119.23266153846156,1,0,260786.0730769231
austin americana,50.65625,0.4863125,0.392044375,0.5716041666666667,0.6226354166666668,0.0085853929166666,0.22688125,-7.121666666666666,0.0768416666666666,112.86020833333332,7,1,278978.6145833334
austin singer-songwriter,41.16666666666667,0.5378645833333333,0.4756979166666666,0.5395416666666666,0.6314791666666667,0.0336805479166666,0.3126166666666666,-9.7305,0.0627208333333333,127.61339583333331,9,1,291757.1979166666
austindie,50.94871794871796,0.5895064102564103,0.3291371923076923,0.6055512820512821,0.6316153846153847,0.0543868190384615,0.1617115384615384,-7.344634615384615,0.0541243589743589,108.67665384615384,9,1,241183.3782051282
australian alternative pop,63.04347826086956,0.1335026086956521,0.6837290434782608,0.4844173913043479,0.3959739130434783,0.0073400462608695,0.1433669565217391,-8.90901739130435,0.0443878260869565,122.80941739130436,5,1,250463.1652173913
